"","hour","starts","ends"
"1",1,-41,32
"2",2,-25,11
"3",3,-5,5
"4",4,-6,16
"5",5,-57,28
"6",6,-490,213
"7",7,-872,318
"8",8,-1148,990
"9",9,-596,499
"10",10,-397,432
"11",11,-378,534
"12",12,-545,622
"13",13,-640,633
"14",14,-689,749
"15",15,-760,962
"16",16,-1127,1169
"17",17,-1523,1865
"18",18,-1066,978
"19",19,-625,633
"20",20,-479,437
"21",21,-349,268
"22",22,-315,272
"23",23,-150,111
"24",24,0,0
