"","hour","starts","ends"
"1",1,-89,99
"2",2,-70,44
"3",3,-21,15
"4",4,-22,18
"5",5,-30,16
"6",6,-173,89
"7",7,-509,430
"8",8,-957,491
"9",9,-521,360
"10",10,-405,448
"11",11,-442,539
"12",12,-571,676
"13",13,-674,673
"14",14,-652,739
"15",15,-706,877
"16",16,-802,943
"17",17,-1001,1325
"18",18,-850,1064
"19",19,-754,784
"20",20,-586,487
"21",21,-483,379
"22",22,-486,371
"23",23,-347,221
"24",24,0,0
