"","hour","starts","ends"
"1",1,-107,87
"2",2,-64,47
"3",3,-22,37
"4",4,-8,17
"5",5,-62,69
"6",6,-170,229
"7",7,-675,775
"8",8,-1590,1155
"9",9,-1178,588
"10",10,-709,533
"11",11,-668,668
"12",12,-742,773
"13",13,-806,810
"14",14,-836,754
"15",15,-815,715
"16",16,-724,901
"17",17,-1064,1342
"18",18,-1104,1282
"19",19,-907,966
"20",20,-664,760
"21",21,-488,500
"22",22,-407,419
"23",23,-259,306
"24",24,0,0
