"","hour","starts","ends"
"1",1,-92,62
"2",2,-53,33
"3",3,-10,8
"4",4,-5,8
"5",5,-43,38
"6",6,-134,92
"7",7,-376,321
"8",8,-910,587
"9",9,-619,451
"10",10,-386,451
"11",11,-414,446
"12",12,-453,525
"13",13,-472,549
"14",14,-552,661
"15",15,-536,605
"16",16,-818,786
"17",17,-808,1047
"18",18,-714,909
"19",19,-560,691
"20",20,-400,456
"21",21,-445,377
"22",22,-574,341
"23",23,-268,237
"24",24,0,0
