"","hour","starts","ends"
"1",1,-7,44
"2",2,0,24
"3",3,-12,4
"4",4,-11,4
"5",5,-107,9
"6",6,-597,145
"7",7,-903,502
"8",8,-1529,685
"9",9,-676,478
"10",10,-379,245
"11",11,-328,401
"12",12,-387,475
"13",13,-351,369
"14",14,-362,353
"15",15,-384,441
"16",16,-472,736
"17",17,-938,1506
"18",18,-822,1299
"19",19,-454,786
"20",20,-285,446
"21",21,-182,277
"22",22,-106,175
"23",23,-56,128
"24",24,0,0
