"","hour","starts","ends"
"1",1,-49,38
"2",2,-26,22
"3",3,-9,12
"4",4,-8,6
"5",5,-62,61
"6",6,-247,172
"7",7,-581,284
"8",8,-1048,439
"9",9,-549,381
"10",10,-383,413
"11",11,-433,545
"12",12,-578,570
"13",13,-533,644
"14",14,-608,656
"15",15,-665,785
"16",16,-704,920
"17",17,-908,1362
"18",18,-856,1128
"19",19,-749,678
"20",20,-487,412
"21",21,-338,273
"22",22,-296,220
"23",23,-171,123
"24",24,0,0
