"","hour","starts","ends"
"1",1,-23,38
"2",2,-25,28
"3",3,-27,14
"4",4,-17,2
"5",5,-164,7
"6",6,-277,52
"7",7,-649,76
"8",8,-669,44
"9",9,-381,62
"10",10,-220,76
"11",11,-247,108
"12",12,-255,138
"13",13,-266,239
"14",14,-230,242
"15",15,-278,380
"16",16,-220,521
"17",17,-224,675
"18",18,-251,610
"19",19,-214,364
"20",20,-132,282
"21",21,-120,213
"22",22,-71,172
"23",23,-112,122
"24",24,0,0
