"","hour","starts","ends"
"1",1,-84,70
"2",2,-96,47
"3",3,-20,13
"4",4,-8,10
"5",5,-101,57
"6",6,-221,383
"7",7,-806,837
"8",8,-1115,1809
"9",9,-861,985
"10",10,-857,852
"11",11,-983,1156
"12",12,-1129,1319
"13",13,-1225,1239
"14",14,-1103,1360
"15",15,-1146,1522
"16",16,-1524,1850
"17",17,-2394,2082
"18",18,-1999,1574
"19",19,-1351,1039
"20",20,-900,653
"21",21,-549,436
"22",22,-394,276
"23",23,-243,215
"24",24,0,0
