"","hour","starts","ends"
"1",1,-17,37
"2",2,-7,19
"3",3,-1,4
"4",4,-117,46
"5",5,-36,267
"6",6,-138,673
"7",7,-423,942
"8",8,-907,986
"9",9,-547,509
"10",10,-356,359
"11",11,-377,346
"12",12,-466,408
"13",13,-397,397
"14",14,-396,339
"15",15,-686,331
"16",16,-1117,432
"17",17,-1124,790
"18",18,-610,591
"19",19,-465,486
"20",20,-306,358
"21",21,-159,267
"22",22,-105,258
"23",23,-112,122
"24",24,0,0
