"","hour","starts","ends"
"1",1,-32,50
"2",2,-17,33
"3",3,-7,11
"4",4,0,1
"5",5,-11,2
"6",6,-138,42
"7",7,-178,91
"8",8,-370,34
"9",9,-304,44
"10",10,-230,68
"11",11,-237,124
"12",12,-232,155
"13",13,-224,150
"14",14,-218,211
"15",15,-200,261
"16",16,-177,342
"17",17,-200,527
"18",18,-185,480
"19",19,-179,349
"20",20,-121,219
"21",21,-114,201
"22",22,-156,143
"23",23,-87,130
"24",24,0,0
